species,phyloname.x,Order.x,Family.x,Bodymass,Age_at_first_breeding,Max_longevity,Name_update.helps.later.,Traded,Cites_name,Listing,Trade_since_2000,Trade_since_2015
Amaurornis marginalis,Aenigmatolimnas marginalis,GRUIFORMES,Rallidae,51.2,1.248768575,8.911161646,Amaurornis marginalis,0,Amaurornis marginalis,Not Listed,0,0
Aepypodius arfakianus,Aepypodius arfakianus,GALLIFORMES,Megapodiidae,1463.8,0.714039739,8.023224274,Aepypodius arfakianus,1,Aepypodius arfakianus,Not Listed,0,0
Aepypodius bruijnii,Aepypodius bruijnii,GALLIFORMES,Megapodiidae,192,1.660878916,12.88782813,Aepypodius bruijnii,1,Aepypodius bruijnii,Not Listed,0,0
Aeronautes andecolus,Aeronautes andecolus,CAPRIMULGIFORMES,Apodidae,17.6,1.076641214,8.371819428,Aeronautes andecolus,0,Aeronautes andecolus,Not Listed,0,0
Aeronautes montivagus,Aeronautes montivagus,CAPRIMULGIFORMES,Apodidae,20.14,1.104986894,8.125698832,Aeronautes montivagus,0,Aeronautes montivagus,Not Listed,0,0
Aeronautes saxatalis,Aeronautes saxatalis,CAPRIMULGIFORMES,Apodidae,32.1,1.139048012,10,Aeronautes saxatalis,0,Aeronautes saxatalis,Not Listed,0,0
Aethia cristatella,Aethia cristatella,CHARADRIIFORMES,Alcidae,259.36,3.280298532,18,Aethia cristatella,1,Aethia cristatella,Not Listed,0,0
Aethia psittacula,Aethia psittacula,CHARADRIIFORMES,Alcidae,269.98,3.306331493,16.66385191,Aethia psittacula,1,Aethia psittacula,Not Listed,0,0
Aethia pusilla,Aethia pusilla,CHARADRIIFORMES,Alcidae,83.99,3,13.34264567,Aethia pusilla,1,Aethia pusilla,Not Listed,0,0
Aethia pygmaea,Aethia pygmaea,CHARADRIIFORMES,Alcidae,112,3,15,Aethia pygmaea,1,Aethia pygmaea,Not Listed,0,0
Aethopyga bella,Aethopyga bella,PASSERIFORMES,Nectariniidae,4,0.787486967,4.758424623,Aethopyga bella,0,Aethopyga bella,Not Listed,0,0
Aethopyga boltoni,Aethopyga boltoni,PASSERIFORMES,Nectariniidae,7.09,0.879353709,5.241191124,Aethopyga boltoni,0,Aethopyga boltoni,Not Listed,0,0
Aethopyga duyvenbodei,Aethopyga duyvenbodei,PASSERIFORMES,Nectariniidae,6.03,0.852326951,5.034803946,Aethopyga duyvenbodei,0,Aethopyga duyvenbodei,Not Listed,0,0
Aethopyga eximia,Aethopyga eximia,PASSERIFORMES,Nectariniidae,6.03,0.852326951,5.084559649,Aethopyga eximia,0,Aethopyga eximia,Not Listed,0,0
Aethopyga gouldiae,Aethopyga gouldiae,PASSERIFORMES,Nectariniidae,5,0.904541422,5.534869642,Aethopyga gouldiae,1,Aethopyga gouldiae,Not Listed,0,0
Aethopyga ignicauda,Aethopyga ignicauda,PASSERIFORMES,Nectariniidae,8.2,0.99712052,6.107759927,Aethopyga ignicauda,0,Aethopyga ignicauda,Not Listed,0,0
Aethopyga linaraborae,Aethopyga linaraborae,PASSERIFORMES,Nectariniidae,7.2,0.881967369,5.257385858,Aethopyga linaraborae,0,Aethopyga linaraborae,Not Listed,0,0
Aethopyga nipalensis,Aethopyga nipalensis,PASSERIFORMES,Nectariniidae,6.9,0.963787647,5.839778438,Aethopyga nipalensis,1,Aethopyga nipalensis,Not Listed,0,0
Aethopyga primigenia,Aethopyga primigenia,PASSERIFORMES,Nectariniidae,7,0.877190801,5.231152344,Aethopyga primigenia,0,Aethopyga primigenia,Not Listed,0,0
Aethopyga pulcherrima,Aethopyga pulcherrima,PASSERIFORMES,Nectariniidae,6.2,0.907851041,5.316371299,Aethopyga pulcherrima,0,Aethopyga pulcherrima,Not Listed,0,0
Aethopyga saturata,Aethopyga saturata,PASSERIFORMES,Nectariniidae,5.3,0.977424781,5.9535963,Aethopyga saturata,1,Aethopyga saturata,Not Listed,0,0
Aethopyga shelleyi,Aethopyga shelleyi,PASSERIFORMES,Nectariniidae,4,0.832767407,4.849242042,Aethopyga shelleyi,0,Aethopyga shelleyi,Not Listed,0,0
Afropavo congensis,Afropavo congensis,GALLIFORMES,Phasianidae,1273.65,2.745875553,17.75588939,Afropavo congensis,1,Afropavo congensis,Not Listed,0,0
Agamia agami,Agamia agami,PELECANIFORMES,Ardeidae,566.99,2.370972001,16.02599375,Agamia agami,0,Agamia agami,Not Listed,0,0
Agapornis canus,Agapornis canus,PSITTACIFORMES,Psittacidae,30,1,13.13115679,Agapornis canus,1,Agapornis canus,Listed,1,1
Agapornis fischeri,Agapornis fischeri,PSITTACIFORMES,Psittacidae,48.3,0.939409561,13.75413692,Agapornis fischeri,1,Agapornis fischeri,Listed,1,1
Agapornis lilianae,Agapornis lilianae,PSITTACIFORMES,Psittacidae,37.3,0.89278455,19.2,Agapornis lilianae,1,Agapornis lilianae,Listed,1,1
Agapornis nigrigenis,Agapornis nigrigenis,PSITTACIFORMES,Psittacidae,40.5,0.907377126,14.01128084,Agapornis nigrigenis,1,Agapornis nigrigenis,Listed,1,1
Agapornis personatus,Agapornis personatus,PSITTACIFORMES,Psittacidae,52.38,0.954535681,14.12713305,Agapornis personatus,1,Agapornis personatus,Listed,1,1
Agapornis pullarius,Agapornis pullarius,PSITTACIFORMES,Psittacidae,39.3,1.013122717,18,Agapornis pullarius,1,Agapornis pullarius,Listed,1,1
Agapornis roseicollis,Agapornis roseicollis,PSITTACIFORMES,Psittacidae,53.83,1,15.41970936,Agapornis roseicollis,1,Agapornis roseicollis,Not Listed,1,0
Agapornis swindernianus,Agapornis swindernianus,PSITTACIFORMES,Psittacidae,39.98,1.038234678,13.58299778,Agapornis swindernianus,1,Agapornis swindernianus,Listed,1,0
Agapornis taranta,Agapornis taranta,PSITTACIFORMES,Psittacidae,57.48,1.067305003,14.6,Agapornis taranta,1,Agapornis taranta,Listed,1,1
Agelaius assimilis,Agelaius assimilis,PASSERIFORMES,Icteridae,47.68,1.499863089,15.8,Agelaius assimilis,0,Agelaius assimilis,Not Listed,0,0
Agelaius humeralis,Agelaius humeralis,PASSERIFORMES,Icteridae,36.29,1.287611063,13.12431218,Agelaius humeralis,0,Agelaius humeralis,Not Listed,0,0
Agelaius phoeniceus,Agelaius phoeniceus,PASSERIFORMES,Icteridae,50.78,1.510333407,15.8,Agelaius phoeniceus,1,Agelaius phoeniceus,Not Listed,0,0
Agelaius tricolor,Agelaius tricolor,PASSERIFORMES,Icteridae,57.92,1.5,13.25,Agelaius tricolor,0,Agelaius tricolor,Not Listed,0,0
Agelaius xanthomus,Agelaius xanthomus,PASSERIFORMES,Icteridae,38.4,1.457063791,12.58333333,Agelaius xanthomus,1,Agelaius xanthomus,Not Listed,0,0
Agelastes meleagrides,Agelastes meleagrides,GALLIFORMES,Numididae,815,1.205006739,10.04537868,Agelastes meleagrides,1,Agelastes meleagrides,Not Listed,0,0
Agelastes niger,Agelastes niger,GALLIFORMES,Numididae,699.99,2.189896134,15.32769322,Agelastes niger,1,Agelastes niger,Not Listed,0,0
Agelasticus cyanopus,Agelasticus cyanopus,PASSERIFORMES,Icteridae,37.21,1.223440163,10.98401187,Agelasticus cyanopus,0,Agelasticus cyanopus,Not Listed,0,0
Agelasticus thilius,Agelasticus thilius,PASSERIFORMES,Icteridae,31.5,1.371190571,11.54859122,Agelasticus thilius,1,Agelasticus thilius,Not Listed,0,0
Agelasticus xanthophthalmus,Agelasticus xanthophthalmus,PASSERIFORMES,Icteridae,45.1,1.238935312,9.38173992,Agelasticus xanthophthalmus,0,Agelasticus xanthophthalmus,Not Listed,0,0
Aglaeactis aliciae,Aglaeactis aliciae,CAPRIMULGIFORMES,Trochilidae,7.8,0.997936907,7.836192108,Aglaeactis aliciae,0,Aglaeactis aliciae,Listed,1,1
Aglaeactis castelnaudii,Aglaeactis castelnaudii,CAPRIMULGIFORMES,Trochilidae,6.7,0.969117375,7.702288697,Aglaeactis castelnaudii,1,Aglaeactis castelnaudii,Listed,1,1
Aglaeactis cupripennis,Aglaeactis cupripennis,CAPRIMULGIFORMES,Trochilidae,7.6,1.04934332,7.918599414,Aglaeactis cupripennis,1,Aglaeactis cupripennis,Listed,1,1
Aglaeactis pamela,Aglaeactis pamela,CAPRIMULGIFORMES,Trochilidae,5.5,0.932939687,7.507585484,Aglaeactis pamela,0,Aglaeactis pamela,Listed,0,0
Aglaiocercus berlepschi,Aglaiocercus berlepschi,CAPRIMULGIFORMES,Trochilidae,4.97,0.914893261,7.241485111,Aglaiocercus berlepschi,0,Aglaiocercus berlepschi,Not Listed,0,0
Aglaiocercus coelestis,Aglaiocercus coelestis,CAPRIMULGIFORMES,Trochilidae,5.61,0.988430422,7.397157031,Aglaiocercus coelestis,1,Aglaiocercus coelestis,Listed,1,0
Aglaiocercus kingii,Aglaiocercus kingi,CAPRIMULGIFORMES,Trochilidae,4.84,0.960099982,7.201013612,Aglaiocercus kingii,1,Aglaiocercus kingi,Listed,1,1
Agriornis albicauda,Agriornis albicauda,PASSERIFORMES,Tyrannidae,53,1.468828005,10.82676119,Agriornis albicauda,0,Agriornis albicauda,Not Listed,0,0
Agriornis lividus,Agriornis lividus,PASSERIFORMES,Tyrannidae,99.1,1.681575476,13.34160755,Agriornis lividus,0,Agriornis lividus,Not Listed,0,0
Agriornis micropterus,Agriornis micropterus,PASSERIFORMES,Tyrannidae,67.79,1.501127614,11.61896922,Agriornis micropterus,0,Agriornis micropterus,Not Listed,0,0
Agriornis montanus,Agriornis montanus,PASSERIFORMES,Tyrannidae,63.3,1.491358378,12.15136838,Agriornis montanus,0,Agriornis montanus,Not Listed,0,0
Agriornis murinus,Agriornis murinus,PASSERIFORMES,Tyrannidae,29.9,1.328034313,10.40129836,Agriornis murinus,0,Agriornis murinus,Not Listed,0,0
Ailuroedus buccoides,Ailuroedus buccoides,PASSERIFORMES,Ptilonorhynchidae,138,1.947051244,14.47690654,Ailuroedus buccoides,1,Ailuroedus buccoides,Not Listed,0,0
Ailuroedus crassirostris,Ailuroedus crassirostris,PASSERIFORMES,Ptilonorhynchidae,205.32,2.002576457,17.2025178,Ailuroedus crassirostris,1,Ailuroedus crassirostris,Not Listed,0,0
Ailuroedus melanotis,Ailuroedus melanotis,PASSERIFORMES,Ptilonorhynchidae,176.89,1.944640001,19,Ailuroedus melanotis,1,Ailuroedus melanotis,Not Listed,0,0
Peucaea aestivalis,Aimophila aestivalis,PASSERIFORMES,Passerellidae,19.56,1.021017927,5.432698233,Peucaea aestivalis,1,Peucaea aestivalis,Not Listed,0,0
Peucaea botterii,Aimophila botterii,PASSERIFORMES,Passerellidae,19.9,1.064935554,5.375857968,Peucaea botterii,0,Peucaea botterii,Not Listed,0,0
Peucaea carpalis,Aimophila carpalis,PASSERIFORMES,Passerellidae,15.3,0.90360149,6,Peucaea carpalis,0,Peucaea carpalis,Not Listed,0,0
Peucaea cassinii,Aimophila cassinii,PASSERIFORMES,Passerellidae,18.9,1.014137937,5.384812926,Peucaea cassinii,0,Peucaea cassinii,Not Listed,0,0
Peucaea humeralis,Aimophila humeralis,PASSERIFORMES,Passerellidae,23.9,1.104057747,5.495780228,Peucaea humeralis,0,Peucaea humeralis,Not Listed,0,0
Peucaea mystacalis,Aimophila mystacalis,PASSERIFORMES,Passerellidae,22.2,1.088127262,5.397219514,Peucaea mystacalis,0,Peucaea mystacalis,Not Listed,0,0
Aimophila notosticta,Aimophila notosticta,PASSERIFORMES,Passerellidae,27.1,1.117549155,6.642938089,Aimophila notosticta,0,Aimophila notosticta,Not Listed,0,0
Amphispiza quinquestriata,Aimophila quinquestriata,PASSERIFORMES,Passerellidae,19.53,1.073617766,6.004902642,Amphispiza quinquestriata,0,Amphispiza quinquestriata,Not Listed,0,0
Aimophila rufescens,Aimophila rufescens,PASSERIFORMES,Passerellidae,34.3,1.30699698,7.545858423,Aimophila rufescens,0,Aimophila rufescens,Not Listed,0,0
Peucaea ruficauda,Aimophila ruficauda,PASSERIFORMES,Passerellidae,28.2,1.185660995,5.801709994,Peucaea ruficauda,0,Peucaea ruficauda,Not Listed,0,0
Aimophila ruficeps,Aimophila ruficeps,PASSERIFORMES,Passerellidae,18.69,1.01292325,7.024960823,Aimophila ruficeps,0,Aimophila ruficeps,Not Listed,0,0
Rhynchospiza stolzmanni,Aimophila stolzmanni,PASSERIFORMES,Passerellidae,25.57,1.132143699,7.826262717,Rhynchospiza stolzmanni,0,Rhynchospiza stolzmanni,Not Listed,0,0
Rhynchospiza strigiceps,Aimophila strigiceps,PASSERIFORMES,Passerellidae,22.2,1.144530366,8.485874146,Rhynchospiza strigiceps,0,Rhynchospiza strigiceps,Not Listed,0,0
Peucaea sumichrasti,Aimophila sumichrasti,PASSERIFORMES,Passerellidae,29.43,1.103309335,5.578114836,Peucaea sumichrasti,0,Peucaea sumichrasti,Not Listed,0,0
Aix galericulata,Aix galericulata,ANSERIFORMES,Anatidae,567.04,1.065403452,14.92741616,Aix galericulata,1,Aix galericulata,Not Listed,0,0
Aix sponsa,Aix sponsa,ANSERIFORMES,Anatidae,657.59,1,22.5,Aix sponsa,1,Aix sponsa,Not Listed,0,0
Alaemon alaudipes,Alaemon alaudipes,PASSERIFORMES,Alaudidae,43.72,1.359623325,9.86526603,Alaemon alaudipes,0,Alaemon alaudipes,Not Listed,0,0
Alaemon hamertoni,Alaemon hamertoni,PASSERIFORMES,Alaudidae,40.5,1.39216201,9.393127318,Alaemon hamertoni,0,Alaemon hamertoni,Not Listed,0,0
Alauda gulgula,Alauda gulgula,PASSERIFORMES,Alaudidae,26.3,1.123308578,9.55662969,Alauda gulgula,1,Alauda gulgula,Not Listed,0,0
Alauda razae,Alauda razae,PASSERIFORMES,Alaudidae,21.9,1.0271151,8.242683564,Alauda razae,0,Alauda razae,Not Listed,0,0
Alca torda,Alca torda,CHARADRIIFORMES,Alcidae,725.99,4.5,42,Alca torda,1,Alca torda,Not Listed,0,0
Alcedo atthis,Alcedo atthis,CORACIIFORMES,Alcedinidae,31.09,1.033983685,21,Alcedo atthis,1,Alcedo atthis,Not Listed,0,0
Ceyx azureus,Alcedo azurea,CORACIIFORMES,Alcedinidae,34.9,1.237064008,9.657326826,Ceyx azureus,1,Ceyx azureus,Not Listed,0,0
Alcedo coerulescens,Alcedo coerulescens,CORACIIFORMES,Alcedinidae,27.59,1.120123978,11.81799913,Alcedo coerulescens,0,Alcedo coerulescens,Not Listed,0,0
Alcedo hercules,Alcedo hercules,CORACIIFORMES,Alcedinidae,27.59,1.034451551,11.95717353,Alcedo hercules,0,Alcedo hercules,Not Listed,0,0
Corythornis leucogaster,Alcedo leucogaster,CORACIIFORMES,Alcedinidae,14.5,1.271626385,9.27491347,Corythornis leucogaster,0,Corythornis leucogaster,Not Listed,0,0
Alcedo meninting,Alcedo meninting,CORACIIFORMES,Alcedinidae,20.42,1.069054627,11.87416015,Alcedo meninting,0,Alcedo meninting,Not Listed,0,0
Ceyx pusillus,Alcedo pusilla,CORACIIFORMES,Alcedinidae,13.3,0.995368833,6.979940178,Ceyx pusillus,1,Ceyx pusillus,Not Listed,0,0
Alcedo quadribrachys,Alcedo quadribrachys,CORACIIFORMES,Alcedinidae,34.9,1.188091973,12.72734338,Alcedo quadribrachys,1,Alcedo quadribrachys,Not Listed,0,0
Alcedo semitorquata,Alcedo semitorquata,CORACIIFORMES,Alcedinidae,47.32,1.363093498,14.92001953,Alcedo semitorquata,0,Alcedo semitorquata,Not Listed,0,0
Corythornis vintsioides,Alcedo vintsioides,CORACIIFORMES,Alcedinidae,17.9,1.171941414,8.899854501,Corythornis vintsioides,0,Corythornis vintsioides,Not Listed,0,0
Ceyx websteri,Alcedo websteri,CORACIIFORMES,Alcedinidae,60.97,1.277913355,10.50060208,Ceyx websteri,0,Ceyx websteri,Not Listed,0,0
Alcippe brunnea,Alcippe brunnea,PASSERIFORMES,Pellorneidae,17.43,1.091274068,7.581181129,HAS ONE,0,Alcippe brunnea,Not Listed,0,0
Alcippe brunneicauda,Alcippe brunneicauda,PASSERIFORMES,Leiotrichidae,14.3,0.992856849,6.077362985,Alcippe brunneicauda,0,Alcippe brunneicauda,Not Listed,0,0
Alcippe castaneceps,Alcippe castaneceps,PASSERIFORMES,Pellorneidae,12.5,0.983279919,6.780190359,HAS ONE,0,Alcippe castaneceps,Not Listed,0,0
Alcippe chrysotis,Alcippe chrysotis,PASSERIFORMES,Sylviidae,5.5,0.853002613,7.103813081,HAS ONE,0,Alcippe chrysotis,Not Listed,0,0
Alcippe cinerea,Alcippe cinerea,PASSERIFORMES,Pellorneidae,11,0.95882988,6.73468902,HAS ONE,0,Alcippe cinerea,Not Listed,0,0
Alcippe cinereiceps,Alcippe cinereiceps,PASSERIFORMES,Sylviidae,10,0.965479978,7.407985434,Fulvetta cinereiceps,0,Alcippe cinereiceps,Not Listed,0,0
Alcippe danisi,Alcippe danisi,PASSERIFORMES,Sylviidae,13.16,1.017963842,7.545848369,Fulvetta danisi,0,Alcippe danisi,Not Listed,0,0
Alcippe dubia,Alcippe dubia,PASSERIFORMES,Pellorneidae,13.16,1.073273157,7.323690346,HAS ONE,0,Alcippe dubia,Not Listed,0,0
Alcippe formosana,Alcippe formosana,PASSERIFORMES,Sylviidae,10,0.965479978,7.272523998,Fulvetta formosana,0,Alcippe formosana,Not Listed,0,0
Alcippe grotei,Alcippe grotei,PASSERIFORMES,Leiotrichidae,14.3,1.090981057,6.280336995,Alcippe grotei,0,Alcippe grotei,Not Listed,0,0
Alcippe klossi,Alcippe klossi,PASSERIFORMES,Pellorneidae,12.5,1.007916871,6.706653805,HAS ONE,0,Alcippe klossi,Not Listed,0,0
Alcippe ludlowi,Alcippe ludlowi,PASSERIFORMES,Sylviidae,10.5,0.974603474,7.427439796,Fulvetta ludlowi,0,Alcippe ludlowi,Not Listed,0,0
Alcippe manipurensis,Alcippe manipurensis,PASSERIFORMES,Sylviidae,10,0.965479978,7.303067746,Fulvetta manipurensis,0,Alcippe manipurensis,Not Listed,0,0
Alcippe morrisonia,Alcippe morrisonia,PASSERIFORMES,Leiotrichidae,15.26,1.105033874,6.632408568,Alcippe morrisonia,1,Alcippe morrisonia,Not Listed,0,0
Alcippe nipalensis,Alcippe nipalensis,PASSERIFORMES,Leiotrichidae,15.8,1.079140723,7.524915396,Alcippe nipalensis,1,Alcippe nipalensis,Not Listed,0,0
Alcippe peracensis,Alcippe peracensis,PASSERIFORMES,Leiotrichidae,14.3,1.178823255,7.5,Alcippe peracensis,0,Alcippe peracensis,Not Listed,0,0
Alcippe poioicephala,Alcippe poioicephala,PASSERIFORMES,Leiotrichidae,20.7,1.219759305,7.072158241,Alcippe poioicephala,1,Alcippe poioicephala,Not Listed,0,0
Alcippe pyrrhoptera,Alcippe pyrrhoptera,PASSERIFORMES,Leiotrichidae,13.16,1.159689573,6.328290977,Alcippe pyrrhoptera,0,Alcippe pyrrhoptera,Not Listed,0,0
Alcippe ruficapilla,Alcippe ruficapilla,PASSERIFORMES,Sylviidae,13.16,1.017963842,7.785423087,Fulvetta ruficapilla,0,Alcippe ruficapilla,Not Listed,0,0
Alcippe rufogularis,Alcippe rufogularis,PASSERIFORMES,Pellorneidae,13.16,1.032510615,6.993774885,HAS ONE,0,Alcippe rufogularis,Not Listed,0,0
Alcippe striaticollis,Alcippe striaticollis,PASSERIFORMES,Sylviidae,13.16,0.99329622,7.610646829,Fulvetta striaticollis,0,Alcippe striaticollis,Not Listed,0,0
Alcippe variegaticeps,Alcippe variegaticeps,PASSERIFORMES,Pellorneidae,13.16,0.99329622,6.99031428,HAS ONE,0,Alcippe variegaticeps,Not Listed,0,0
Alcippe vinipectus,Alcippe vinipectus,PASSERIFORMES,Sylviidae,11.95,1.053075037,7.785921286,Fulvetta vinipectus,0,Alcippe vinipectus,Not Listed,0,0
Aleadryas rufinucha,Aleadryas rufinucha,PASSERIFORMES,Oreoicidae,40.5,1.447123249,9.502212582,Aleadryas rufinucha,0,Aleadryas rufinucha,Not Listed,0,0
Alectoris barbara,Alectoris barbara,GALLIFORMES,Phasianidae,416.33,1,6.978144018,Alectoris barbara,1,Alectoris barbara,Not Listed,0,0
Alectoris chukar,Alectoris chukar,GALLIFORMES,Phasianidae,502.1,1.161943054,8.965321108,Alectoris chukar,1,Alectoris chukar,Not Listed,0,0
Alectoris graeca,Alectoris graeca,GALLIFORMES,Phasianidae,594.11,1.069379858,8.656181781,Alectoris graeca,1,Alectoris graeca,Not Listed,0,0
Alectoris magna,Alectoris magna,GALLIFORMES,Phasianidae,541.35,1.04153591,9.086921302,Alectoris magna,1,Alectoris magna,Not Listed,0,0
Alectoris melanocephala,Alectoris melanocephala,GALLIFORMES,Phasianidae,614.75,1.525440151,10.03062666,Alectoris melanocephala,1,Alectoris melanocephala,Not Listed,0,0
Alectoris philbyi,Alectoris philbyi,GALLIFORMES,Phasianidae,441,1.428826019,9.427807087,Alectoris philbyi,1,Alectoris philbyi,Not Listed,0,0
Alectoris rufa,Alectoris rufa,GALLIFORMES,Phasianidae,527.86,1,8.012352111,Alectoris rufa,1,Alectoris rufa,Not Listed,0,0
Alectroenas madagascariensis,Alectroenas madagascariensis,COLUMBIFORMES,Columbidae,173,2.098418125,16.17280532,Alectroenas madagascariensis,1,Alectroenas madagascariensis,Not Listed,0,0
Alectroenas pulcherrimus,Alectroenas pulcherrima,COLUMBIFORMES,Columbidae,165,1.999981709,14.76922279,Alectroenas pulcherrimus,1,Alectroenas pulcherrimus,Not Listed,0,0
Alectroenas sganzini,Alectroenas sganzini,COLUMBIFORMES,Columbidae,158,2.061262572,15.46300189,Alectroenas sganzini,1,Alectroenas sganzini,Not Listed,0,0
Alectrurus risora,Alectrurus risora,PASSERIFORMES,Tyrannidae,25,1.217879995,8.899800114,Alectrurus risora,0,Alectrurus risora,Not Listed,0,0
Alectrurus tricolor,Alectrurus tricolor,PASSERIFORMES,Tyrannidae,16,1.057040653,7.854195277,Alectrurus tricolor,0,Alectrurus tricolor,Not Listed,0,0
Alectura lathami,Alectura lathami,GALLIFORMES,Megapodiidae,2333.06,2,25,Alectura lathami,1,Alectura lathami,Not Listed,0,0
Alethe choloensis,Alethe choloensis,PASSERIFORMES,Muscicapidae,41.3,1.26905544,8.514482863,Chamaetylas choloensis,0,Alethe choloensis,Not Listed,0,0
Alethe fuelleborni,Alethe fuelleborni,PASSERIFORMES,Muscicapidae,52,1.520151917,9.143417515,Chamaetylas fuelleborni,0,Alethe fuelleborni,Not Listed,0,0
Alethe poliocephala,Alethe poliocephala,PASSERIFORMES,Muscicapidae,32.37,1.384641288,8.13626895,Chamaetylas poliocephala,0,Alethe poliocephala,Not Listed,0,0
Alethe poliophrys,Alethe poliophrys,PASSERIFORMES,Muscicapidae,35.2,1.407690617,8.247343103,Chamaetylas poliophrys,0,Alethe poliophrys,Not Listed,0,0
Alipiopsitta xanthops,Alipiopsitta xanthops,PSITTACIFORMES,Psittacidae,327.37,1.840815558,14.77124865,Alipiopsitta xanthops,1,Alipiopsitta xanthops,Listed,1,1
Alisterus amboinensis,Alisterus amboinensis,PSITTACIFORMES,Psittacidae,153,2.430433063,19.26479245,Alisterus amboinensis,1,Alisterus amboinensis,Listed,1,1
Alisterus chloropterus,Alisterus chloropterus,PSITTACIFORMES,Psittacidae,156,2.290939216,17.80727642,Alisterus chloropterus,1,Alisterus chloropterus,Listed,1,1
Alisterus scapularis,Alisterus scapularis,PSITTACIFORMES,Psittacidae,232.26,2.5,31.3,Alisterus scapularis,1,Alisterus scapularis,Listed,1,1
Alle alle,Alle alle,CHARADRIIFORMES,Alcidae,180.73,5,17.94141174,Alle alle,1,Alle alle,Not Listed,0,0
Alophoixus flaveolus,Alophoixus flaveolus,PASSERIFORMES,Pycnonotidae,48.3,1.344834455,8.343800181,Alophoixus flaveolus,1,Alophoixus flaveolus,Not Listed,0,0
Alophoixus phaeocephalus,Alophoixus phaeocephalus,PASSERIFORMES,Pycnonotidae,32,1.355322757,7.252651686,Alophoixus phaeocephalus,0,Alophoixus phaeocephalus,Not Listed,0,0
Alopochelidon fucata,Alopochelidon fucata,PASSERIFORMES,Hirundinidae,13.96,0.966743935,7.263635873,Alopochelidon fucata,0,Alopochelidon fucata,Not Listed,0,0
Alopochen aegyptiaca,Alopochen aegyptiaca,ANSERIFORMES,Anatidae,1873,1.99890471,25.5,Alopochen aegyptiaca,1,Alopochen aegyptiaca,Not Listed,1,0
Amadina erythrocephala,Amadina erythrocephala,PASSERIFORMES,Estrildidae,22.5,1.002345113,8.517791208,Amadina erythrocephala,1,Amadina erythrocephala,Not Listed,0,0
Amadina fasciata,Amadina fasciata,PASSERIFORMES,Estrildidae,18,0.964837163,8.505532176,Amadina fasciata,1,Amadina fasciata,Not Listed,1,0
Amalocichla incerta,Amalocichla incerta,PASSERIFORMES,Petroicidae,32.7,1.499120194,9.615758225,Amalocichla incerta,0,Amalocichla incerta,Not Listed,0,0
